text,position
"At
IRC’s Ottawa facilities a roof has been retrofitted to determine more detailed technical data
on the performance of green roofs in areas such as energy efficiency and membrane life
extension among others.","{'entities': [(119, 130, 'SUSTECH')]}"
"A green roof is a green space created by adding layers of growing medium and plants on
top of a traditional roofing system.","{'entities': [(2, 12, 'SUSTECH')]}"
"The layers of a contemporary green roof system, from 
the top down, include:","{'entities': [(29, 39, 'SUSTECH')]}"
"The two basic types of green roof systems - extensive and intensive - are differentiated
mainly by the cost, depth of growing medium and the choice of plants.","{'entities': [(23, 33, 'SUSTECH')]}"
"Extensive green roofs are often not accessible and are characterized by:

low weight,
low capital cost,
low plant diversity, and","{'entities': [(10, 21, 'SUSTECH')]}"
"Intensive green roofs are often accessible and are characterized by:

deeper soil and greater weight","{'entities': [(10, 21, 'SUSTECH')]}"
"It should be noted that, depending on such site specific factors as location, structural capacity of
the building, budget, client needs, and material and plant availability, each individual green roof will
be different, likely a combination of both intensive and extensive systems.","{'entities': [(190, 200, 'SUSTECH')]}"
"Table 1 summarizes the
advantages and disadvantages of extensive and intensive green roof systems.","{'entities': [(79, 89, 'SUSTECH')]}"
Table 1: Comparison of Extension and Intensive Green Roof Systems,"{'entities': [(47, 57, 'SUSTECH')]}"
EXTENSIVE GREEN ROOF,"{'entities': [(10, 20, 'SUSTECH')]}"
INTENSIVE GREEN ROOF,"{'entities': [(10, 20, 'SUSTECH')]}"
"Source: adapted from: ""Greenbacks from Green Roofs: Forging a New Industry","{'entities': [(39, 50, 'SUSTECH')]}"
Green Roof Courtyard with Skylights,"{'entities': [(0, 10, 'SUSTECH')]}"
"One of the most valuable features of green roof infrastructure is that it generates a wide
range of social, economic and environmental benefits, both public and private.","{'entities': [(37, 47, 'SUSTECH')]}"
"Since each green roof installation is unique, the key to
success is finding the right mix of benefits for a particular client and for their project.","{'entities': [(11, 21, 'SUSTECH')]}"
The following describes some of the selling points of green roofs.,"{'entities': [(54, 65, 'SUSTECH')]}"
"In the summer, green roof planting shades the building from solar radiation and, through the
process of evapotranspiration, can reduce, if not eliminate any net heat gain.","{'entities': [(15, 25, 'SUSTECH')]}"
"Depending on the climate zone, the implementation of a green roof may also allow for 
a reduction in the requirements for traditional insulation.","{'entities': [(55, 65, 'SUSTECH')]}"
"IRC and Environment Canada
research is working to develop a model that will more accurately predict the energy
efficiency gains of various green roof systems on different building types.","{'entities': [(139, 149, 'SUSTECH')]}"
"Green roofs help to protect roofing membranes from extreme temperature fluctuations,","{'entities': [(0, 11, 'SUSTECH')]}"
"European  evidence indicates that green roofs will easily double the life span of a conventional
roof, and thus decrease the need for re-roofing and the amount of waste material bound
for landfill.","{'entities': [(34, 45, 'SUSTECH')]}"
"Life cycle
costing data which includes the cost of deferred maintenance and replacement suggests
that green roofs cost the same or less than conventional roof systems.","{'entities': [(102, 113, 'SUSTECH')]}"
"Green roofs can be designed to insulate for sound, with the growing medium blocking
lower frequencies of sound, and the plants blocking the higher frequencies.","{'entities': [(0, 11, 'SUSTECH')]}"
"There is evidence from European manufacturers suggesting that green roofs can help slow
the spread of fire to and from the building through the roof, particularly where the growing
medium is saturated.","{'entities': [(62, 73, 'SUSTECH')]}"
"There are many specialized applications that justify additional capital expenditures for a
green roof, depending on which jurisdiction the building is located in and the occupancy.","{'entities': [(91, 101, 'SUSTECH')]}"
"For example, accessible green roofs, which provide added amenity space for the occupants,
can help to increase the unit value of condominiums.","{'entities': [(24, 35, 'SUSTECH')]}"
"In addition to the increased marketability
of office or residential suites for buyers, the installation of a green roof may also help gain
planning approval for projects from local building officials, community members, and rate
payers associations.","{'entities': [(109, 119, 'SUSTECH')]}"
"A project to demonstrate this type of application in under development with
Toronto Hydro Energy Services, Toronto Catholic School Board and Green Roofs for Healthy
Cities.","{'entities': [(141, 152, 'SUSTECH')]}"
Green roof at grade,"{'entities': [(0, 10, 'SUSTECH')]}"
"Industrial buildings incorporate specialized green roofs for cooling, to provide amenity space 
for employees, or simply to improve the aesthetic surroundings for buildings that overlook 
the roof.","{'entities': [(45, 56, 'SUSTECH')]}"
"Their 1992
factory, has a two-acre green roof with native grasses and wildflowers.","{'entities': [(35, 45, 'SUSTECH')]}"
"Green roofs are also be designed to generate urban agricultural opportunities for the production
of high quality organic foods, and medicinal and ornamental plants.","{'entities': [(0, 11, 'SUSTECH')]}"
"Although green roofs provide many private
benefits, European incentives and legislation 
for implementation are designed to promote 
the public benefits of these systems.","{'entities': [(9, 20, 'SUSTECH')]}"
"Green roofs intercept the solar radiation that would
strike dark roof surfaces and be converted into heat, thereby improving energy conservation.","{'entities': [(0, 11, 'SUSTECH')]}"
"An  ASHRAE simulation conducted by the City of Chicago of their City Hall green roof showed
that every one degree Fahrenheit decrease in ambient air temperature results in a 1.2% drop 
in cooling energy use.","{'entities': [(74, 84, 'SUSTECH')]}"
"The study suggests that if, over a period of ten years or more, all of the
buildings in Chicago were retrofitted with green roofs, (30% of the total land area), this would
yield savings of $100,000,000 annually from reduced cooling load requirements in all of the
buildings in Chicago.","{'entities': [(118, 129, 'SUSTECH')]}"
Green roofs can be designed for exceptional storm water retention capability.,"{'entities': [(0, 11, 'SUSTECH')]}"
"A heavily vegetated green roof with a 20-40 cm 
(8-16"") thick growing medium can hold between of water 10-15 cm (4-6"").(9)","{'entities': [(20, 30, 'SUSTECH')]}"
"A storm-water
retention study for the City of Portland, Oregon found that if half of the buildings in the
downtown area had green roofs, (219 acres), an estimated 66 million gallons of water would 
be retained annually.","{'entities': [(124, 135, 'SUSTECH')]}"
"In Germany, 13 municipal governments allow for a
reduction in storm water charges for green roof installations.","{'entities': [(86, 96, 'SUSTECH')]}"
"Portland, Oregon has recently adopted an
incentive which awards a density bonus of 3 square feet for every square foot of green roof
installed, provided that 60% of the roof area is greened.","{'entities': [(122, 132, 'SUSTECH')]}"
"Green roofs also filter out fine, airborne particulate matter as the air passes over the plants.","{'entities': [(0, 11, 'SUSTECH')]}"
"Green roofs can be designed as acceptable alternative habitats for some species, although they
should never be considered as a justification to destroy natural habitat at grade.(15)","{'entities': [(0, 11, 'SUSTECH')]}"
"In Europe,
two types of green roof habitats have been defined and implemented, as part of a larger system
of wildlife corridors in urban areas.","{'entities': [(24, 34, 'SUSTECH')]}"
"Green roofs can also be specifically designed to mimic endangered ecosystems / habitats,
including the prairie grasslands of the midwest United States or the rocky alvars of Manitoulin
Island and the Great Lakes Region in Canada.(16)","{'entities': [(0, 11, 'SUSTECH')]}"
"Extensive green roofs, with their lack of 
human intervention, are more protected and can become home to sensitive plants that are
easily damaged by walking, and to birds species that only nest on the ground.","{'entities': [(10, 21, 'SUSTECH')]}"
"Since the soil 
on an inaccessible green roof is also less likely to be disturbed, it becomes a safer habitat for
insects as well.","{'entities': [(35, 45, 'SUSTECH')]}"
The deeper the soil the more insect diversity the green roof will support.,"{'entities': [(50, 60, 'SUSTECH')]}"
"The design and implementation of a green roof project is relatively straight forward, provided
the following issues are considered and dealt with.","{'entities': [(35, 45, 'SUSTECH')]}"
"each building, each building owner, and each end user is different, so each individual green roof
project will vary from the next.","{'entities': [(87, 97, 'SUSTECH')]}"
"The primary functions a specific green roof is required to perform will have a profound effect
on its overall design.","{'entities': [(33, 43, 'SUSTECH')]}"
"For example, a green roof designed to retain storm water may look very
different from one whose main purpose is to brighten a hospital courtyard.","{'entities': [(15, 25, 'SUSTECH')]}"
"This is not to say that a green roof designed
to retain storm water cannot or should not also be aesthetically pleasing.","{'entities': [(26, 36, 'SUSTECH')]}"
"O N  

Location of the green roof plays an important role in the design process.","{'entities': [(23, 33, 'SUSTECH')]}"
"A mechanical engineer may be required to calculate the heating and cooling implications
of the green roof, and to discuss integration with existing and proposed rooftop mechanical
equipment and drainage needs.","{'entities': [(95, 105, 'SUSTECH')]}"
"Depending on the primary function of the green roof, specialist
consultants may also include a horticulturalist; a horticultural therapist; an ecologist or biologist;
a roofing consultant; a planner; an artist; and marketing / advertising professionals.","{'entities': [(41, 51, 'SUSTECH')]}"
Local planning and zoning may qualify a green roof as green space or landscaped open space.,"{'entities': [(40, 50, 'SUSTECH')]}"
"If the green roof is accessible to tenants, it may also qualify as an amenity space
for that building, with no loss of gross floor area within the building envelope.","{'entities': [(7, 17, 'SUSTECH')]}"
"In the future,
green roofs may become a requirement for certain building types, or a source of yearly tax
credits for retention of storm water runoff from the site.","{'entities': [(15, 26, 'SUSTECH')]}"
"Although they are not specifically mentioned in the 1997 Ontario Building Code or the
National Building Code, green roof systems are considered an extension of the roof system,
and therefore must comply with requirements for structural loading and moisture protection.","{'entities': [(110, 120, 'SUSTECH')]}"
"If the green roof is accessible for more than routine maintenance - in other words, if tenants 
or the public use the roof as an accessible outdoor green space - then the design must also
comply with requirements for occupancy, exiting, lighting, guardrails, and barrier free access.","{'entities': [(7, 17, 'SUSTECH')]}"
"This is not to say that a green roof project will be accepted without question provided that 
it conforms to the building code.","{'entities': [(26, 36, 'SUSTECH')]}"
"Additional loading is one of the main factors in determining both the viability and the cost of a
green roof installation.","{'entities': [(98, 108, 'SUSTECH')]}"
"If a green roof is part of the initial design of the building, the additional
loading can be accommodated easily and for a relatively minor cost.","{'entities': [(5, 15, 'SUSTECH')]}"
"However, if a green roof is
installed on an existing building, the design will be limited to the carrying capacity of the
existing roof, unless the owner is prepared to upgrade the structure, which can be a significant
investment.","{'entities': [(14, 24, 'SUSTECH')]}"
"The
green roof industry has responded by developing various types of lightweight growing media.","{'entities': [(4, 14, 'SUSTECH')]}"
"The green roof on the new library in Vancouver, British Columbia, Canada, has a 35.6 cm.","{'entities': [(4, 14, 'SUSTECH')]}"
"This leaves 88 kg per square metre (18 lbs/sf) for a green roof installation, - enough for a
simple extensive system.","{'entities': [(53, 63, 'SUSTECH')]}"
"On inverted roof applications, where the waterproofing membrane
has been applied underneath the loose-laid insulation and a layer of ballast, usually gravel or
concrete pavers, the green roof can be used to replace the ballast, thereby effectively allowing
an increase in the load bearing capacity of the roof by eliminating the dead load of the ballast
material.","{'entities': [(181, 191, 'SUSTECH')]}"
"Access to the green roof site is crucial - not only for installation and ongoing maintenance, but
also for bringing up materials, soil and plants.","{'entities': [(14, 24, 'SUSTECH')]}"
"An interior ladder or staircase may
be safer than one attached on the outside of the building, and access through a ""man door"" is
If the green roof is designed for use by tenants or the general
preferable to a small roof hatch.","{'entities': [(137, 147, 'SUSTECH')]}"
"One of the most important components of the green roof system is the waterproofing/roof
membrane.","{'entities': [(44, 54, 'SUSTECH')]}"
"The normal 10-15 year reroofing cycle provides a window of opportunity to investigate the
potential of applying a longer lasting green roof.","{'entities': [(129, 139, 'SUSTECH')]}"
Green roofs can be applied on inverted or traditional roofing systems.,"{'entities': [(0, 11, 'SUSTECH')]}"
"Some of the 
new membranes developed specifically for green roof applications, although still bituminous,
now contain a root-deterring chemical or metal foil between the membrane layers and at the
joint/seam lines to prevent root damage.","{'entities': [(54, 64, 'SUSTECH')]}"
"Although the green roof will retain much of the rain that falls on it, maintaining proper drainage
on the roof is still very important.","{'entities': [(13, 23, 'SUSTECH')]}"
"On a roof slope greater than 20 degrees, the green roof installer needs to ensure that the sod
or plant layer does not slip or slump through its own weight, especially when it becomes wet.","{'entities': [(45, 55, 'SUSTECH')]}"
"Typically, extensive green roofs
rely on a mixture of grasses, mosses, sedums, sempervivums, festucas, irises, and wildflowers -
plants that are native to drylands, tundras, alvars, and alpine slopes.","{'entities': [(21, 32, 'SUSTECH')]}"
"On an intensive green roof,
with few exceptions, the choices are limitless.","{'entities': [(16, 26, 'SUSTECH')]}"
"The installers should 
have experience with green roof systems.","{'entities': [(44, 54, 'SUSTECH')]}"
"Compartmentalization of the green roof into sections may allow for easier access 
to the membrane and the roof drains, for inspection and maintenance, without having to pull 
up the whole installation.","{'entities': [(28, 38, 'SUSTECH')]}"
"Depending on whether the green roof is extensive or intensive, required plant maintenance 
will range from two to three yearly inspections to check for weeds or damage, to weekly visits
for irrigation, pruning, and replanting.","{'entities': [(25, 35, 'SUSTECH')]}"
"recommended that the fees for three to five years of this service be included in the original bid
price, and that maintenance contracts be awarded to the company that installed the green roof,
or to an affiliate.","{'entities': [(181, 191, 'SUSTECH')]}"
"Maintenance and visual inspections of the waterproofing membrane can be complicated by the
fact that the green roof system completely covers the membrane.","{'entities': [(105, 115, 'SUSTECH')]}"
"Although the green roof
protects the membrane from puncture damage and solar radiation, doubling its lifespan, leaks
can still occur at joints, penetrations, and flashings, due more to sloppy installation than to
material failure.","{'entities': [(13, 23, 'SUSTECH')]}"
"membrane is being replaced in sections, then the additional cost is ""labour"" only, and comparable
to the original installation cost; if the green roof has to be moved off the roof, and then brought
back up, costs will increase accordingly, and the arguments for starting fresh, with new growing
medium and plants, become more convincing.","{'entities': [(140, 150, 'SUSTECH')]}"
"If the green roof can be removed and stored on the roof while the

3 .","{'entities': [(7, 17, 'SUSTECH')]}"
"Building insurance should not increase with the addition of a green roof, unless it is made
accessible for tenant or public use.","{'entities': [(62, 72, 'SUSTECH')]}"
"All manufacturers of green roof products will provide a
warranty for their products as long as they are installed as per the manufacturer’s specifications.","{'entities': [(21, 31, 'SUSTECH')]}"
"This sense of security can be a selling feature for some clients, especially institutions, even
though the price is typically higher than combining individual “off-the-shelf” products which
perform the same function but were not specifically designed for use in a green roof applications.","{'entities': [(264, 274, 'SUSTECH')]}"
"Although all green roof systems share common components, there are no standard costs for
implementation.","{'entities': [(13, 23, 'SUSTECH')]}"
"The larger the green roof, the cheaper the cost on a square metre basis.)","{'entities': [(15, 25, 'SUSTECH')]}"
"Green Roof System
(curbing, drainage layer, filter
cloth, and growing medium).","{'entities': [(0, 10, 'SUSTECH')]}"
"The larger the green roof, the cheaper the cost on a square metre basis.)","{'entities': [(15, 25, 'SUSTECH')]}"
"Green Roof System (curbing,
drainage layer, filter cloth,
growing medium, decking 
and walkways)","{'entities': [(0, 10, 'SUSTECH')]}"
"Unlike Europe, few North  American public policies provide direct financial incentives or
regulatory requirements for green roofs in North  America.","{'entities': [(118, 129, 'SUSTECH')]}"
"In jurisdictions that require the construction of storm water management ponds for new
developments, green roofs can help to reduce the size of the ponds that would normally 
be required, thereby saving valuable land for other purposes.","{'entities': [(101, 112, 'SUSTECH')]}"
"Green roofs may provide opportunities to satisfy or partially satisfy these conditions, or provide
a bargaining tool for additional density or other desired features that must be negotiated with
the local authorities.","{'entities': [(0, 11, 'SUSTECH')]}"
"In a location where many buildings look down upon a roof, there may be opportunities 
to speed the approvals process or, reduce public opposition to a project, by incorporating 
a green roof system and designing it specifically for maximum aesthetic enjoyment.","{'entities': [(180, 190, 'SUSTECH')]}"
"Green roofs are a proven technology that provide building owners with opportunities to utilize
often wasted roof spaces for energy efficiency, storm water management, sound insulation, and
aesthetic improvements.","{'entities': [(0, 11, 'SUSTECH')]}"
"Accessible green roof systems can confer significant added value to a
building’s occupants or to the general public with benefits ranging from enhanced educational
opportunities in schools, private ""roofparks"" for condominium owners, public parkland, horticultural
therapy and even food production.","{'entities': [(11, 21, 'SUSTECH')]}"
"Each green roof system should be tailored to the specific
needs of the client, with the variables determining costs.","{'entities': [(5, 15, 'SUSTECH')]}"
"As more governments come to
recognize the wide range of public benefits of green roofs and how they can help to address
many of the challenges facing cities, they will increasingly look to providing incentives for
private building owners to undertake the additional capital costs associated with these systems.","{'entities': [(75, 86, 'SUSTECH')]}"
"Until then, there are many niche opportunities to implement green roof systems and to help
demonstrate the many benefits of this technology, including lifestyle benefits amenities.","{'entities': [(60, 70, 'SUSTECH')]}"
"For more information on green roofs, please visit the following web sites:","{'entities': [(24, 35, 'SUSTECH')]}"
Green Roofs for Healthy Cities,"{'entities': [(0, 11, 'SUSTECH')]}"
Greenbacks from Green Roofs Report.,"{'entities': [(16, 27, 'SUSTECH')]}"
"This inaccessible green roof garden located on downtown Toronto corporate 
headquarters of the Mountain Equipment Co-op.","{'entities': [(18, 28, 'SUSTECH')]}"
"The 903 m2 green roof area 
surrounds a skylight located on the second floor of the building.","{'entities': [(11, 21, 'SUSTECH')]}"
"The green roof uses Soprema 
SOPRADRAIN PSE for drainage, a Soprema SOPRAFILTRE filter, and Soprema","{'entities': [(4, 14, 'SUSTECH')]}"
"Installation of the green roof took place in May 1998 and the building 
was constructed during Fall 1997- Winter 1998.","{'entities': [(20, 30, 'SUSTECH')]}"
"The building was intended 
to encourage discussion and 
debate about environmental 
issues and the green roof has 
contributed to this.","{'entities': [(99, 109, 'SUSTECH')]}"
Soprema Green Roof Installation and Planting,"{'entities': [(8, 18, 'SUSTECH')]}"
The green roof does have environmental and community benefits.,"{'entities': [(4, 14, 'SUSTECH')]}"
Include green roof in original design scope to cut costs.,"{'entities': [(8, 18, 'SUSTECH')]}"
"This extensive 2 400 m2 green roof in Vancouver can be viewed from 
surrounding downtown office towers.","{'entities': [(24, 34, 'SUSTECH')]}"
"Construction:

Building and green roof were constructed in 1995","{'entities': [(28, 38, 'SUSTECH')]}"
Total cost of library green roof :,"{'entities': [(22, 32, 'SUSTECH')]}"
"The green roof was a great success 
but no quantifiable data collected","{'entities': [(4, 14, 'SUSTECH')]}"
"– Vancouver Public Library Green Roof
Vancouver, British Columbia, Canada","{'entities': [(27, 37, 'SUSTECH')]}"
"The green roof is accessible
to the public.","{'entities': [(4, 14, 'SUSTECH')]}"
"Two green roof systems were manufactured by Garland 
and Soprema.","{'entities': [(4, 14, 'SUSTECH')]}"
"2 extensive green roof plots demonstrating a wide variety of plants
2 urban agricultural plots, one of which demonstrates some of the 
principles and plant types associated with permaculture","{'entities': [(12, 22, 'SUSTECH')]}"
"Many constituencies were involved and needed to be accommodated 
in order to implement the green roof.","{'entities': [(91, 101, 'SUSTECH')]}"
"The green roof provides an excellent opportunity for public and professional 
access to a variety of different types of applications in one place.","{'entities': [(4, 14, 'SUSTECH')]}"
"Thompson, 1998, p. 49, in  ""Greenbacks from Green Roofs"" (GBGR) see below.","{'entities': [(44, 55, 'SUSTECH')]}"
"Bass, B., Kuhn, M., Peck S., ""Greenbacks from Green Roofs: Forging a New Industry","{'entities': [(46, 57, 'SUSTECH')]}"
"Beckman, S.; Jones, S.; Liburdy, K. and Peters, C., ""Greening Our Cities: An  Analysis 

of the Benefits and Barriers  Associated with Green Roofs"".","{'entities': [(135, 146, 'SUSTECH')]}"
What are the environmental benefits of green roof installations for municipalities?,"{'entities': [(39, 49, 'SUSTECH')]}"
"What are the advantages of including a green roof in the design phase of a project,

rather than in a retrofit situation?","{'entities': [(39, 49, 'SUSTECH')]}"
Which areas within the Ontario Building Code regulate green roof systems?,"{'entities': [(54, 64, 'SUSTECH')]}"
Can green roof systems be installed on a sloped roof?,"{'entities': [(4, 14, 'SUSTECH')]}"
"What happens to the green roof system when the waterproofing membrane 

reaches the end of its life cycle?","{'entities': [(20, 30, 'SUSTECH')]}"
"Green Roof Design: State of the Art on Technology
and Materials","{'entities': [(0, 10, 'SUSTECH')]}"
"Abstract: In order to consider green roofs as an environmentally friendly technology, the selection of
eﬃcient and sustainable components is extremely important.","{'entities': [(31, 42, 'SUSTECH')]}"
"Previous review papers have mainly
focused on the performance and advantages of green roofs.","{'entities': [(80, 91, 'SUSTECH')]}"
"Then,
the roles, requirements, characteristics, and materials are assessed for each green roof layers.","{'entities': [(84, 94, 'SUSTECH')]}"
"This
technology was compared to a conventional roof technology, Mediterranean climate conditions and
their inﬂuence on green roof design were assessed, also comparing them with Tropical area and
focusing on irrigation systems, examples about the commercial materials and products available in
the market were provided and innovative materials coming from recycled sources were analyzed.","{'entities': [(119, 129, 'SUSTECH')]}"
"Future research should evaluate new materials for green roof technologies, in order to enhance their
performance and increase their sustainability.","{'entities': [(50, 60, 'SUSTECH')]}"
"The information provided in this review paper will
be useful to develop Mediterranean green roof guidelines for selecting suitable components and
materials during the design and installation phases.","{'entities': [(86, 96, 'SUSTECH')]}"
"Therefore, eﬃciently designed and integrated green roofs have
great potential to aﬀect the building and urban environments, replacing the lost green spaces and

Sustainability 2019, 11, 3020; doi:10.3390/su11113020","{'entities': [(45, 56, 'SUSTECH')]}"
"Speciﬁcally, green roofs are engineered rooﬁng systems, planted with
diﬀerent kind of plants on the top of a growth medium [10].","{'entities': [(13, 24, 'SUSTECH')]}"
"In recent years, the number of studies carried out on green roofs has considerably increased and
several review papers have been published, in an attempt to summarize and organize the scientiﬁc
knowledge on this topic.","{'entities': [(54, 65, 'SUSTECH')]}"
"One of the ﬁrst reviews was carried out in 2010 by Berndtsson [11], which
addressed the role of green roofs in urban drainage, considering the management of both water
quantity and quality.","{'entities': [(96, 107, 'SUSTECH')]}"
"12]
statistically synthesized the eﬀects of the inﬂuential factors, including design and hydrologic variables,
on green roof performance, to explore their eﬀects in diﬀerent climatic zones.","{'entities': [(114, 124, 'SUSTECH')]}"
"15] presented a state-of-the-art of green roofs emphasizing current implementations, technologies,
and beneﬁts.","{'entities': [(36, 47, 'SUSTECH')]}"
"16] provided an overview
of the eﬀects of the application of the green roof strategy on the quality of runoﬀ water and the
reduction of energy consumption.","{'entities': [(65, 75, 'SUSTECH')]}"
"17] included in their review the history, components,
and multiple beneﬁts (environmental, social, and economic) associated with green roof technology.","{'entities': [(129, 139, 'SUSTECH')]}"
"Vijayaraghavan [19] analyzed desirable characteristics for the growth substrate and vegetation
and suggested a methodology for constructing green roofs.","{'entities': [(140, 151, 'SUSTECH')]}"
"In addition, the most used international guidelines are the German FLL
2018 [21], concerning the planning, construction and maintenance of green roofs.","{'entities': [(139, 150, 'SUSTECH')]}"
"Mediterranean area, characterized by hot and sunny days, has requirements that are
not fulﬁlled by the green roof designed, according to the German FLL standard.","{'entities': [(103, 113, 'SUSTECH')]}"
"Diﬀerently from both the review carried out by Vijayaraghavan [19] and the international FLL
guidelines [21], the novelty of this paper consists in comparing it to a conventional roof technology,
in terms of both materials and thermal and economic performance, in assessing the Mediterranean
climate conditions and their inﬂuence on green roof design, also comparing it with Tropical area and
focusing on irrigation systems, in providing examples about the commercial materials and products
available in the market and in analyzing innovative materials coming from recycled sources, as possible
components.","{'entities': [(333, 343, 'SUSTECH')]}"
"All these aspects related to green roof materials and technology are not fully described
neither by previous articles nor by international guidelines.","{'entities': [(29, 39, 'SUSTECH')]}"
"One of the most famous ancient green roofs dates to the ﬁfth century when the Hanging Gardens
of Babylon was constructed that is admitted as the earliest examples of greenery systems [24].","{'entities': [(31, 42, 'SUSTECH')]}"
"Green roofs have also been presented in vernacular
architecture in diﬀerent countries.","{'entities': [(0, 11, 'SUSTECH')]}"
"After many centuries of rare utilization in European
cities, during the modern age green roofs have been rediscovered in the twentieth century by the Swiss
architect Le Corbusier who included them in the ﬁve points of modern architecture [26].","{'entities': [(83, 94, 'SUSTECH')]}"
"Modern green roofs, therefore, may acquire their concept from ancient technique; however
technological advances have made this technology far more eﬃcient, practical and beneﬁcial than their
ancient counterparts.","{'entities': [(7, 18, 'SUSTECH')]}"
"Nowadays, as Table 1 shows, research and application at the building in Germany are very popular
and green roof coverage increases by approximately eight million square meters per year, which is
remarkable.","{'entities': [(101, 111, 'SUSTECH')]}"
Green Roof,"{'entities': [(0, 10, 'SUSTECH')]}"
Green Roofs,"{'entities': [(0, 11, 'SUSTECH')]}"
Green Roof Beneﬁts,"{'entities': [(0, 10, 'SUSTECH')]}"
"Green roofs are a solution to increase the sustainability and energy conservation of buildings, but
they produce several other beneﬁts to urban areas in terms of social, economic, and environmental
advantages.","{'entities': [(0, 11, 'SUSTECH')]}"
"Other beneﬁts of green roofs are the enhancement of aesthetic
value in urban environments and the improvement of life quality of dwellers by creating recreational
activities [34].","{'entities': [(17, 28, 'SUSTECH')]}"
"Several studies stressed the advantages for urban hydrology and storm water management,
focusing on the ability of green roofs to minimize the risks of ﬂooding by reducing water runoﬀ while
improving its quality [35].","{'entities': [(115, 126, 'SUSTECH')]}"
"Green roofs can reduce the sound exposure near or inside a building by mitigating diﬀracting
sound waves over (parts of) roofs and by reducing sound transmission through the roof system [36].","{'entities': [(0, 11, 'SUSTECH')]}"
"Based on the current literature, the energy-related performance of green roofs is still the most
common beneﬁt for which they are promoted and adopted [38].","{'entities': [(67, 78, 'SUSTECH')]}"
"Green roofs improve the
thermal performance of a building through diﬀerent mechanisms:","{'entities': [(0, 11, 'SUSTECH')]}"
"Despite its high initial cost, in the long term, green roofs are an economical option
considering their energy savings.","{'entities': [(49, 60, 'SUSTECH')]}"
"Green roofs are broadly classiﬁed into intensive and extensive roofs, though some authors include
a semi-intensive classiﬁcation, based on the depth of the substrate layer, maintenance, cost, vegetation
type, construction material, and irrigation [44].","{'entities': [(0, 11, 'SUSTECH')]}"
"Intensive green roofs are generally roof gardens designed with a considerable substrate
depth—more than 15–20 cm—a wide variety of plants (similar to ground-level landscapes), high water
retention capacity (over 50%), high capital costs ($25 per square foot), and heavy weight (180–500 kg/m2).","{'entities': [(10, 21, 'SUSTECH')]}"
"Intensive roofs encompass a comparatively better potential than extensive green roofs in terms of
stormwater management, decreasing runoﬀ by 85% when compared to traditional roofs [47].","{'entities': [(74, 85, 'SUSTECH')]}"
"Likewise,
intensive green roof runoﬀ has three times less lead contamination, 1.5 times less zinc contamination,
2.5 times less cadmium contamination, and three times less copper contamination [47].","{'entities': [(20, 30, 'SUSTECH')]}"
"Extensive green roofs are characterized by a shallower depth of substrate layer (less than 15
cm) and have a lower weight in comparison to intensive ones.","{'entities': [(10, 21, 'SUSTECH')]}"
"However, both the energy performance and storm water management potentials
of extensive green roofs are relatively low [48].","{'entities': [(88, 99, 'SUSTECH')]}"
"Table 2 compares intensive
and extensive green roofs.","{'entities': [(41, 52, 'SUSTECH')]}"
Main features of intensive and extensive green roofs.,"{'entities': [(41, 52, 'SUSTECH')]}"
"A green roof generally consists of several components, including, from bottom to top [19]:","{'entities': [(2, 12, 'SUSTECH')]}"
Green roof layers.,"{'entities': [(0, 10, 'SUSTECH')]}"
The waterproof membrane is one of the most important components of the green roof technology.,"{'entities': [(71, 81, 'SUSTECH')]}"
"In addition, it should be considered that the maintenance of this layer
is very complex because, in the case of a leak in an operating green roof, all the layers need to be

Sustainability 2019, 11, 3020","{'entities': [(135, 145, 'SUSTECH')]}"
"However, compared
to a traditional roof, the waterprooﬁng membrane of a green roof is protected against UV rays, thermal
ﬂuctuations, and hail shocks.","{'entities': [(72, 82, 'SUSTECH')]}"
"The main characteristics of the waterprooﬁng membrane to be controlled, in addition to water
tightness, are the dimensional stability (since as long as the green roof is not installed the membrane is
exposed to solar radiation and to high daily thermal ﬂuctuations), cold ﬂexibility, resistance to static","{'entities': [(156, 166, 'SUSTECH')]}"
"The type of green roof, along with cost, availability, and life expectation, determines the type of
waterproofing.","{'entities': [(12, 22, 'SUSTECH')]}"
"In the design of a green roof, the aggressive capacity of the root system should not be
underestimated.","{'entities': [(19, 29, 'SUSTECH')]}"
"Therefore, the anti-root layer must always be laid out in a
green roof and, in almost all cases, it is integrated into the waterprooﬁng membrane.","{'entities': [(60, 70, 'SUSTECH')]}"
"To protect the waterprooﬁng and anti-root membrane, a good practice is to provide a separation
and protection layer among the green roof layers.","{'entities': [(126, 136, 'SUSTECH')]}"
The drainage layer plays a crucial role in the correct development of a green roof.,"{'entities': [(72, 82, 'SUSTECH')]}"
"The main aggregates used in green roofs are
pozzolana, pumice, lapilli, expanded clay, expanded pearlite, expanded slate, and crushed bricks;","{'entities': [(28, 39, 'SUSTECH')]}"
"Green roof drainage materials: Modular panels (on the left) and granular materials (on the
right).","{'entities': [(0, 10, 'SUSTECH')]}"
"For modular panels, the required characteristics
are vertical draining capacity under operating loads (0.7 l/m2s), compressive strength, having
longitudinal tensile strength (>7.0 kN/m) and tensile strength (>7.0 kN/m to be applied only for

Sustainability 2019, 11, 3020

8 of 27

green roofs with slope >30%), and resistance to aggressive agents.","{'entities': [(283, 294, 'SUSTECH')]}"
